Report Number,Date of Occurrence,city,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Case Closed,Date Case Closed,area_location,latitude,longitude
30535,6/26/2023 6:00,Ahmedabad,156,VANDALISM,56,F,Other,Other Crime,Yes,13-09-2023 08:00,Maninagar,22.9921,72.6036
30536,6/26/2023 7:00,Kolkata,408,FIREARM OFFENSE,67,M,Knife,Fire Accident,Yes,27-08-2023 11:00,Behala,22.501,88.3141
30537,6/26/2023 8:00,Hyderabad,268,FIREARM OFFENSE,10,F,Knife,Fire Accident,Yes,30-08-2023 18:00,Begumpet,17.444,78.4637
30539,6/26/2023 10:00,Delhi,508,DOMESTIC VIOLENCE,43,M,Firearm,Violent Crime,No,,Saket,28.5206,77.2073
30540,6/26/2023 11:00,Mumbai,241,DRUG OFFENSE,25,F,Knife,Other Crime,No,,Dadar,19.0184,72.8436
30541,6/26/2023 12:00,Mumbai,136,KIDNAPPING,19,F,Poison,Other Crime,Yes,5/7/2023 18:00,Andheri,19.1197,72.8468
30543,6/26/2023 14:00,Kolkata,497,ROBBERY,38,M,Knife,Violent Crime,No,,Salt Lake,22.5867,88.417
30544,6/26/2023 15:00,Chennai,402,KIDNAPPING,71,M,Knife,Other Crime,Yes,17-09-2023 07:00,Velachery,12.9784,80.2209
30545,6/26/2023 16:00,Bangalore,234,DRUG OFFENSE,19,F,Other,Other Crime,Yes,9/7/2023 11:00,Indiranagar,12.9716,77.6408
30546,6/26/2023 17:00,Kolkata,344,HOMICIDE,39,F,Poison,Other Crime,No,,Salt Lake,22.5867,88.417
30547,6/26/2023 18:00,Lucknow,360,ILLEGAL POSSESSION,59,F,Knife,Other Crime,Yes,4/9/2023 13:00,Gomti Nagar,26.8467,81
30548,6/26/2023 19:00,Delhi,287,ROBBERY,79,F,Firearm,Violent Crime,Yes,22-09-2023 10:00,Saket,28.5206,77.2073
30549,6/26/2023 20:00,Mumbai,302,CYBERCRIME,41,F,None,Other Crime,No,,Andheri,19.1197,72.8468
30552,6/26/2023 23:00,Delhi,109,ROBBERY,29,F,Firearm,Violent Crime,Yes,20-09-2023 03:00,Dwarka,28.5921,77.046
30553,6/27/2023 0:00,Pune,553,ILLEGAL POSSESSION,43,F,Poison,Other Crime,No,,Yerawada,18.5575,73.899
30554,6/27/2023 1:00,Hyderabad,455,FRAUD,61,F,None,Other Crime,No,,Gachibowli,17.4448,78.3498
30555,6/27/2023 2:00,Delhi,456,DRUG OFFENSE,47,M,Poison,Other Crime,Yes,9/8/2023 13:00,Saket,28.5206,77.2073
30556,6/27/2023 3:00,Bangalore,426,ASSAULT,53,F,Poison,Violent Crime,Yes,9/9/2023 7:00,Koramangala,12.9352,77.6142
30557,6/27/2023 4:00,Mumbai,327,FIREARM OFFENSE,58,F,Explosives,Fire Accident,No,,Dadar,19.0184,72.8436
30559,6/27/2023 6:00,Jaipur,410,ROBBERY,55,F,Explosives,Violent Crime,Yes,31-10-2023 07:00,Malviya Nagar,26.8497,75.818
30563,6/27/2023 10:00,Delhi,478,PUBLIC INTOXICATION,55,F,Explosives,Other Crime,Yes,2/7/2023 4:00,Dwarka,28.5921,77.046
30565,6/27/2023 12:00,Mumbai,328,KIDNAPPING,35,F,Explosives,Other Crime,Yes,12/7/2023 3:00,Bandra,19.0606,72.8366
30567,6/27/2023 14:00,Bangalore,345,DOMESTIC VIOLENCE,78,F,Knife,Violent Crime,Yes,12/9/2023 14:00,Koramangala,12.9352,77.6142
30570,6/27/2023 17:00,Delhi,546,ROBBERY,45,F,Firearm,Violent Crime,No,,Saket,28.5206,77.2073
30572,6/27/2023 19:00,Bangalore,587,PUBLIC INTOXICATION,13,M,None,Other Crime,No,,Whitefield,12.9698,77.7499
30574,6/27/2023 21:00,Lucknow,280,COUNTERFEITING,57,F,Poison,Other Crime,No,,Hazratganj,26.8508,80.9462
30575,6/27/2023 22:00,Ahmedabad,347,TRAFFIC VIOLATION,40,M,Firearm,Traffic Fatality,No,,Satellite,23.03,72.5171
30576,6/27/2023 23:00,Bangalore,500,ILLEGAL POSSESSION,64,M,Other,Other Crime,Yes,10/7/2023 5:00,Koramangala,12.9352,77.6142
30580,6/28/2023 3:00,Chennai,448,CYBERCRIME,45,F,None,Other Crime,No,,Velachery,12.9784,80.2209
30581,6/28/2023 4:00,Delhi,255,ROBBERY,10,F,Knife,Violent Crime,Yes,15-09-2023 19:00,Rohini,28.7492,77.0574
30582,6/28/2023 5:00,Ahmedabad,516,IDENTITY THEFT,17,F,Explosives,Violent Crime,No,,Navrangpura,23.0422,72.5551
30583,6/28/2023 6:00,Delhi,429,PUBLIC INTOXICATION,47,F,Poison,Other Crime,No,,Rohini,28.7492,77.0574
30584,6/28/2023 7:00,Lucknow,429,VEHICLE - STOLEN,61,M,Knife,Violent Crime,No,,Hazratganj,26.8508,80.9462
30585,6/28/2023 8:00,Bangalore,372,HOMICIDE,22,F,Poison,Other Crime,Yes,16-03-2025 05:00,Whitefield,12.9698,77.7499
30586,6/28/2023 9:00,Mumbai,183,PUBLIC INTOXICATION,49,F,Knife,Other Crime,No,,Dadar,19.0184,72.8436
30588,6/28/2023 11:00,Bangalore,297,VANDALISM,10,M,Blunt Object,Other Crime,Yes,27-08-2023 07:00,Koramangala,12.9352,77.6142
30589,6/28/2023 12:00,Hyderabad,180,FRAUD,71,F,None,Other Crime,No,,Gachibowli,17.4448,78.3498
30590,6/28/2023 13:00,Bangalore,502,HOMICIDE,61,F,None,Other Crime,Yes,20-05-2025 21:00,Indiranagar,12.9716,77.6408
30591,6/28/2023 14:00,Delhi,520,VEHICLE - STOLEN,63,F,Firearm,Violent Crime,No,,Rohini,28.7492,77.0574
30594,6/28/2023 17:00,Bangalore,300,BURGLARY,11,F,Explosives,Other Crime,Yes,11/9/2023 20:00,Indiranagar,12.9716,77.6408
30595,6/28/2023 18:00,Bangalore,278,ARSON,61,F,Other,Fire Accident,Yes,16-08-2023 02:00,Whitefield,12.9698,77.7499
30596,6/28/2023 19:00,Kolkata,196,TRAFFIC VIOLATION,15,F,Knife,Traffic Fatality,No,,Behala,22.501,88.3141
30597,6/28/2023 20:00,Mumbai,451,SEXUAL ASSAULT,73,F,Knife,Violent Crime,Yes,21-12-2024 17:00,Bandra,19.0606,72.8366
30598,6/28/2023 21:00,Ahmedabad,329,ROBBERY,25,F,Explosives,Violent Crime,Yes,5/9/2023 14:00,Satellite,23.03,72.5171
30599,6/28/2023 22:00,Jaipur,599,VANDALISM,28,F,Firearm,Other Crime,Yes,30-07-2023 20:00,Malviya Nagar,26.8497,75.818
30600,6/28/2023 23:00,Bangalore,139,ILLEGAL POSSESSION,12,F,Poison,Other Crime,Yes,31-07-2023 02:00,Whitefield,12.9698,77.7499
30601,6/29/2023 0:00,Jaipur,520,ROBBERY,19,F,Blunt Object,Violent Crime,Yes,12/9/2023 3:00,Malviya Nagar,26.8497,75.818
30602,6/29/2023 1:00,Pune,216,DRUG OFFENSE,61,M,Poison,Other Crime,Yes,10/8/2023 10:00,Hadapsar,18.4967,73.9347
30605,6/29/2023 4:00,Mumbai,307,IDENTITY THEFT,25,M,None,Violent Crime,Yes,8/7/2023 12:00,Dadar,19.0184,72.8436
30606,6/29/2023 5:00,Delhi,308,SEXUAL ASSAULT,29,F,None,Violent Crime,No,,Rohini,28.7492,77.0574
30607,6/29/2023 6:00,Mumbai,217,ROBBERY,54,M,Poison,Violent Crime,No,,Bandra,19.0606,72.8366
30608,6/29/2023 7:00,Mumbai,132,HOMICIDE,21,F,Blunt Object,Other Crime,No,,Bandra,19.0606,72.8366
30610,6/29/2023 9:00,Bangalore,525,FRAUD,48,F,Other,Other Crime,Yes,26-08-2023 10:00,Indiranagar,12.9716,77.6408
30611,6/29/2023 10:00,Mumbai,451,SEXUAL ASSAULT,61,F,Blunt Object,Violent Crime,Yes,16-12-2024 20:00,Bandra,19.0606,72.8366
30612,6/29/2023 11:00,Bangalore,526,ARSON,50,F,Knife,Fire Accident,Yes,30-08-2023 16:00,Whitefield,12.9698,77.7499
30613,6/29/2023 12:00,Delhi,399,DOMESTIC VIOLENCE,11,M,Blunt Object,Violent Crime,Yes,7/7/2023 20:00,Dwarka,28.5921,77.046
30614,6/29/2023 13:00,Mumbai,494,DOMESTIC VIOLENCE,59,F,Blunt Object,Violent Crime,Yes,17-08-2023 01:00,Dadar,19.0184,72.8436
30616,6/29/2023 15:00,Pune,261,FRAUD,23,M,Blunt Object,Other Crime,Yes,21-07-2023 19:00,Tadiwala Road,18.5193,73.8794
30617,6/29/2023 16:00,Chennai,571,ARSON,69,M,Firearm,Fire Accident,Yes,16-07-2023 17:00,Adyar,13.0067,80.257
30619,6/29/2023 18:00,Ahmedabad,308,ILLEGAL POSSESSION,59,F,Knife,Other Crime,Yes,16-09-2023 08:00,Satellite,23.03,72.5171
30620,6/29/2023 19:00,Hyderabad,498,TRAFFIC VIOLATION,70,F,Knife,Traffic Fatality,Yes,6/7/2023 23:00,Banjara Hills,17.4123,78.4296
30621,6/29/2023 20:00,Hyderabad,186,EXTORTION,33,F,Blunt Object,Other Crime,Yes,29-09-2023 18:00,Gachibowli,17.4448,78.3498
30625,6/30/2023 0:00,Pune,385,SHOPLIFTING,58,F,None,Other Crime,Yes,19-09-2023 04:00,Tadiwala Road,18.5193,73.8794
30626,6/30/2023 1:00,Ahmedabad,503,BURGLARY,10,F,Knife,Other Crime,No,,Navrangpura,23.0422,72.5551
30627,6/30/2023 2:00,Hyderabad,172,KIDNAPPING,27,F,Other,Other Crime,No,,Banjara Hills,17.4123,78.4296
30628,6/30/2023 3:00,Delhi,273,VANDALISM,49,F,None,Other Crime,No,,Saket,28.5206,77.2073
30629,6/30/2023 4:00,Mumbai,463,EXTORTION,63,F,None,Other Crime,Yes,31-07-2023 22:00,Dadar,19.0184,72.8436
30632,6/30/2023 7:00,Mumbai,139,FRAUD,20,F,Firearm,Other Crime,Yes,10/9/2023 9:00,Andheri,19.1197,72.8468
30633,6/30/2023 8:00,Hyderabad,326,HOMICIDE,24,M,Knife,Other Crime,Yes,25-01-2024 17:00,Banjara Hills,17.4123,78.4296
30634,6/30/2023 9:00,Mumbai,292,SHOPLIFTING,69,F,Other,Other Crime,No,,Andheri,19.1197,72.8468
30635,6/30/2023 10:00,Hyderabad,310,COUNTERFEITING,70,M,Explosives,Other Crime,Yes,29-07-2023 20:00,Gachibowli,17.4448,78.3498
30636,6/30/2023 11:00,Ahmedabad,512,CYBERCRIME,10,F,Poison,Other Crime,Yes,1/9/2023 19:00,Satellite,23.03,72.5171
30637,6/30/2023 12:00,Ahmedabad,239,ASSAULT,22,F,Firearm,Violent Crime,No,,Satellite,23.03,72.5171
30638,6/30/2023 13:00,Delhi,103,KIDNAPPING,27,F,Knife,Other Crime,Yes,13-09-2023 12:00,Dwarka,28.5921,77.046
30639,6/30/2023 14:00,Hyderabad,250,KIDNAPPING,11,M,Other,Other Crime,No,,Begumpet,17.444,78.4637
30640,6/30/2023 15:00,Pune,213,SEXUAL ASSAULT,11,F,Other,Violent Crime,No,,Koregaon Park,18.5362,73.8938
30641,6/30/2023 16:00,Delhi,536,SEXUAL ASSAULT,28,F,None,Violent Crime,No,,Rohini,28.7492,77.0574
30642,6/30/2023 17:00,Mumbai,251,VEHICLE - STOLEN,70,F,None,Violent Crime,Yes,14-08-2023 15:00,Andheri,19.1197,72.8468
30643,6/30/2023 18:00,Delhi,158,ASSAULT,18,F,Firearm,Violent Crime,No,,Saket,28.5206,77.2073
30644,6/30/2023 19:00,Mumbai,163,EXTORTION,60,F,Other,Other Crime,Yes,18-08-2023 01:00,Andheri,19.1197,72.8468
30645,6/30/2023 20:00,Jaipur,527,FIREARM OFFENSE,35,F,Firearm,Fire Accident,No,,Vaishali Nagar,26.9196,75.7395
30647,6/30/2023 22:00,Jaipur,395,CYBERCRIME,73,F,Firearm,Other Crime,Yes,15-07-2023 05:00,Mansarovar,26.8554,75.7705
30648,6/30/2023 23:00,Mumbai,302,CYBERCRIME,32,F,Knife,Other Crime,No,,Dadar,19.0184,72.8436
30649,7/1/2023 0:00,Mumbai,328,FIREARM OFFENSE,40,F,None,Fire Accident,Yes,24-07-2023 09:00,Andheri,19.1197,72.8468
30651,7/1/2023 2:00,Jaipur,300,SHOPLIFTING,19,M,None,Other Crime,Yes,12/9/2023 13:00,Mansarovar,26.8554,75.7705
30652,7/1/2023 3:00,Mumbai,222,HOMICIDE,10,F,Knife,Other Crime,Yes,22-04-2024 21:00,Andheri,19.1197,72.8468
30653,7/1/2023 4:00,Ahmedabad,248,ROBBERY,29,M,Blunt Object,Violent Crime,No,,Navrangpura,23.0422,72.5551
30655,7/1/2023 6:00,Delhi,233,VEHICLE - STOLEN,15,F,Poison,Violent Crime,Yes,23-09-2023 06:00,Saket,28.5206,77.2073
30656,7/1/2023 7:00,Kolkata,436,FRAUD,55,F,None,Other Crime,No,,Park Street,22.5531,88.3501
30658,7/1/2023 9:00,Mumbai,227,FIREARM OFFENSE,11,M,Explosives,Fire Accident,No,,Dadar,19.0184,72.8436
30659,7/1/2023 10:00,Bangalore,265,EXTORTION,32,M,Firearm,Other Crime,Yes,9/7/2023 23:00,Whitefield,12.9698,77.7499
30660,7/1/2023 11:00,Kolkata,355,SHOPLIFTING,75,M,Poison,Other Crime,No,,Salt Lake,22.5867,88.417
30661,7/1/2023 12:00,Chennai,309,BURGLARY,56,F,Poison,Other Crime,Yes,29-11-2023 23:00,T. Nagar,13.042,80.2337
30662,7/1/2023 13:00,Mumbai,283,DOMESTIC VIOLENCE,20,F,Other,Violent Crime,No,,Dadar,19.0184,72.8436
30664,7/1/2023 15:00,Chennai,504,COUNTERFEITING,71,F,Explosives,Other Crime,Yes,30-08-2023 00:00,Velachery,12.9784,80.2209
30666,7/1/2023 17:00,Hyderabad,539,EXTORTION,69,F,Other,Other Crime,Yes,31-07-2023 13:00,Banjara Hills,17.4123,78.4296
30667,7/1/2023 18:00,Hyderabad,195,IDENTITY THEFT,16,M,Other,Violent Crime,No,,Banjara Hills,17.4123,78.4296
30669,7/1/2023 20:00,Bangalore,283,PUBLIC INTOXICATION,73,M,Knife,Other Crime,Yes,25-07-2023 04:00,Koramangala,12.9352,77.6142
30670,7/1/2023 21:00,Ahmedabad,333,ASSAULT,74,M,Knife,Violent Crime,No,,Maninagar,22.9921,72.6036
30671,7/1/2023 22:00,Mumbai,255,VEHICLE - STOLEN,37,M,Knife,Violent Crime,No,,Bandra,19.0606,72.8366
30672,7/1/2023 23:00,Bangalore,228,SEXUAL ASSAULT,67,M,None,Violent Crime,Yes,21-09-2024 15:00,Koramangala,12.9352,77.6142
30674,7/2/2023 1:00,Delhi,581,DOMESTIC VIOLENCE,29,F,Blunt Object,Violent Crime,No,,Rohini,28.7492,77.0574
30675,7/2/2023 2:00,Hyderabad,335,COUNTERFEITING,13,F,Poison,Other Crime,Yes,9/8/2023 20:00,Banjara Hills,17.4123,78.4296
30676,7/2/2023 3:00,Delhi,316,EXTORTION,69,M,None,Other Crime,Yes,10/8/2023 0:00,Rohini,28.7492,77.0574
30678,7/2/2023 5:00,Delhi,563,SEXUAL ASSAULT,18,F,Blunt Object,Violent Crime,No,,Rohini,28.7492,77.0574
30679,7/2/2023 6:00,Kolkata,245,PUBLIC INTOXICATION,58,F,Explosives,Other Crime,Yes,16-07-2023 06:00,Salt Lake,22.5867,88.417
30681,7/2/2023 8:00,Bangalore,453,FRAUD,53,F,Poison,Other Crime,No,,Koramangala,12.9352,77.6142
30682,7/2/2023 9:00,Hyderabad,520,ARSON,58,M,Firearm,Fire Accident,Yes,13-08-2023 14:00,Gachibowli,17.4448,78.3498
30684,7/2/2023 11:00,Chennai,318,BURGLARY,38,F,Explosives,Other Crime,No,,Velachery,12.9784,80.2209
30685,7/2/2023 12:00,Mumbai,473,DRUG OFFENSE,43,F,Poison,Other Crime,No,,Dadar,19.0184,72.8436
30686,7/2/2023 13:00,Delhi,373,DOMESTIC VIOLENCE,34,M,Poison,Violent Crime,No,,Rohini,28.7492,77.0574
30687,7/2/2023 14:00,Chennai,539,IDENTITY THEFT,46,F,Knife,Violent Crime,Yes,18-09-2023 22:00,Adyar,13.0067,80.257
30688,7/2/2023 15:00,Hyderabad,267,SEXUAL ASSAULT,18,F,None,Violent Crime,No,,Begumpet,17.444,78.4637
30689,7/2/2023 16:00,Pune,191,FRAUD,74,M,Explosives,Other Crime,No,,Hadapsar,18.4967,73.9347
30691,7/2/2023 18:00,Hyderabad,545,IDENTITY THEFT,35,F,Blunt Object,Violent Crime,No,,Gachibowli,17.4448,78.3498
30692,7/2/2023 19:00,Hyderabad,303,SEXUAL ASSAULT,11,M,Firearm,Violent Crime,No,,Banjara Hills,17.4123,78.4296
30695,7/2/2023 22:00,Hyderabad,213,IDENTITY THEFT,32,M,Other,Violent Crime,Yes,12/7/2023 20:00,Begumpet,17.444,78.4637
30698,7/3/2023 1:00,Delhi,462,DRUG OFFENSE,70,F,Firearm,Other Crime,Yes,11/7/2023 5:00,Saket,28.5206,77.2073
30703,7/3/2023 6:00,Mumbai,593,ROBBERY,79,M,None,Violent Crime,No,,Dadar,19.0184,72.8436
30704,7/3/2023 7:00,Delhi,481,IDENTITY THEFT,51,M,Poison,Violent Crime,Yes,9/9/2023 4:00,Dwarka,28.5921,77.046
30705,7/3/2023 8:00,Chennai,207,COUNTERFEITING,77,F,Other,Other Crime,No,,Adyar,13.0067,80.257
30708,7/3/2023 11:00,Delhi,373,COUNTERFEITING,12,M,None,Other Crime,No,,Dwarka,28.5921,77.046
30709,7/3/2023 12:00,Kolkata,549,ASSAULT,34,F,Knife,Violent Crime,No,,Salt Lake,22.5867,88.417
30710,7/3/2023 13:00,Hyderabad,258,IDENTITY THEFT,39,F,None,Violent Crime,No,,Gachibowli,17.4448,78.3498
30712,7/3/2023 15:00,Bangalore,302,ILLEGAL POSSESSION,67,F,Firearm,Other Crime,Yes,13-08-2023 11:00,Koramangala,12.9352,77.6142
30713,7/3/2023 16:00,Hyderabad,336,KIDNAPPING,27,F,Explosives,Other Crime,No,,Gachibowli,17.4448,78.3498
30714,7/3/2023 17:00,Pune,557,TRAFFIC VIOLATION,49,F,Firearm,Traffic Fatality,Yes,30-07-2023 16:00,Kalyani Nagar,18.5485,73.9028
30715,7/3/2023 18:00,Chennai,191,SHOPLIFTING,79,F,Other,Other Crime,No,,Velachery,12.9784,80.2209
30716,7/3/2023 19:00,Chennai,290,VEHICLE - STOLEN,24,F,Blunt Object,Violent Crime,No,,Velachery,12.9784,80.2209
30717,7/3/2023 20:00,Bangalore,354,BURGLARY,35,F,Poison,Other Crime,Yes,8/10/2023 7:00,Whitefield,12.9698,77.7499
30718,7/3/2023 21:00,Lucknow,111,SEXUAL ASSAULT,71,F,None,Violent Crime,Yes,30-05-2024 00:00,Alambagh,26.7923,80.8899
30721,7/4/2023 0:00,Ahmedabad,516,EXTORTION,71,F,Blunt Object,Other Crime,Yes,24-07-2023 18:00,Maninagar,22.9921,72.6036
30722,7/4/2023 1:00,Pune,246,FIREARM OFFENSE,37,F,None,Fire Accident,No,,Kondhwa,18.4575,73.8901
30724,7/4/2023 3:00,Jaipur,156,ASSAULT,42,F,Other,Violent Crime,Yes,7/9/2023 5:00,Malviya Nagar,26.8497,75.818
30725,7/4/2023 4:00,Ahmedabad,477,VANDALISM,19,F,Explosives,Other Crime,Yes,1/10/2023 11:00,Navrangpura,23.0422,72.5551
30726,7/4/2023 5:00,Pune,129,EXTORTION,79,M,Knife,Other Crime,Yes,29-08-2023 19:00,Yerawada,18.5575,73.899
30727,7/4/2023 6:00,Kolkata,519,COUNTERFEITING,54,M,None,Other Crime,Yes,6/9/2023 21:00,Behala,22.501,88.3141
30728,7/4/2023 7:00,Delhi,587,ROBBERY,64,F,Poison,Violent Crime,Yes,27-11-2023 01:00,Dwarka,28.5921,77.046
30729,7/4/2023 8:00,Mumbai,157,FRAUD,72,M,None,Other Crime,No,,Dadar,19.0184,72.8436
30730,7/4/2023 9:00,Kolkata,110,CYBERCRIME,58,F,Other,Other Crime,No,,Park Street,22.5531,88.3501
30731,7/4/2023 10:00,Delhi,300,EXTORTION,57,M,Knife,Other Crime,No,,Saket,28.5206,77.2073
30732,7/4/2023 11:00,Hyderabad,177,ASSAULT,57,M,Knife,Violent Crime,No,,Begumpet,17.444,78.4637
30734,7/4/2023 13:00,Mumbai,402,SEXUAL ASSAULT,45,M,Other,Violent Crime,No,,Bandra,19.0606,72.8366
30735,7/4/2023 14:00,Mumbai,473,ASSAULT,49,F,Blunt Object,Violent Crime,No,,Bandra,19.0606,72.8366
30736,7/4/2023 15:00,Delhi,265,VEHICLE - STOLEN,17,F,Blunt Object,Violent Crime,Yes,15-08-2023 06:00,Saket,28.5206,77.2073
30737,7/4/2023 16:00,Lucknow,253,TRAFFIC VIOLATION,26,F,Explosives,Traffic Fatality,No,,Alambagh,26.7923,80.8899
30738,7/4/2023 17:00,Hyderabad,234,PUBLIC INTOXICATION,47,F,Blunt Object,Other Crime,Yes,20-07-2023 23:00,Gachibowli,17.4448,78.3498
30741,7/4/2023 20:00,Delhi,279,VANDALISM,37,M,Other,Other Crime,No,,Dwarka,28.5921,77.046
30742,7/4/2023 21:00,Chennai,535,VANDALISM,47,F,Firearm,Other Crime,Yes,15-09-2023 20:00,T. Nagar,13.042,80.2337
30743,7/4/2023 22:00,Bangalore,420,ARSON,27,F,Explosives,Fire Accident,No,,Whitefield,12.9698,77.7499
30745,7/5/2023 0:00,Delhi,133,TRAFFIC VIOLATION,23,F,Blunt Object,Traffic Fatality,No,,Dwarka,28.5921,77.046
30746,7/5/2023 1:00,Delhi,136,TRAFFIC VIOLATION,11,M,Blunt Object,Traffic Fatality,No,,Rohini,28.7492,77.0574
30747,7/5/2023 2:00,Mumbai,363,KIDNAPPING,39,F,Poison,Other Crime,Yes,22-07-2023 14:00,Andheri,19.1197,72.8468
30748,7/5/2023 3:00,Kolkata,106,VANDALISM,55,M,Explosives,Other Crime,Yes,2/10/2023 7:00,Salt Lake,22.5867,88.417
30749,7/5/2023 4:00,Mumbai,351,BURGLARY,30,M,Firearm,Other Crime,Yes,2/9/2023 1:00,Bandra,19.0606,72.8366
30750,7/5/2023 5:00,Mumbai,227,IDENTITY THEFT,48,F,Blunt Object,Violent Crime,No,,Andheri,19.1197,72.8468
30751,7/5/2023 6:00,Delhi,467,IDENTITY THEFT,41,F,Explosives,Violent Crime,No,,Rohini,28.7492,77.0574
30753,7/5/2023 8:00,Mumbai,193,FRAUD,52,F,Other,Other Crime,Yes,31-08-2023 11:00,Andheri,19.1197,72.8468
30755,7/5/2023 10:00,Kolkata,549,FIREARM OFFENSE,63,F,Other,Fire Accident,No,,Salt Lake,22.5867,88.417
30756,7/5/2023 11:00,Delhi,405,CYBERCRIME,44,M,Other,Other Crime,Yes,13-08-2023 19:00,Rohini,28.7492,77.0574
30763,7/5/2023 18:00,Chennai,295,HOMICIDE,63,F,Knife,Other Crime,Yes,31-12-2024 12:00,Velachery,12.9784,80.2209
30764,7/5/2023 19:00,Hyderabad,473,BURGLARY,62,M,Explosives,Other Crime,Yes,21-08-2023 20:00,Gachibowli,17.4448,78.3498
30765,7/5/2023 20:00,Jaipur,227,BURGLARY,57,F,Explosives,Other Crime,Yes,16-10-2023 06:00,Vaishali Nagar,26.9196,75.7395
30766,7/5/2023 21:00,Delhi,597,FRAUD,78,F,Knife,Other Crime,No,,Saket,28.5206,77.2073
30769,7/6/2023 0:00,Delhi,263,DOMESTIC VIOLENCE,36,F,Poison,Violent Crime,No,,Rohini,28.7492,77.0574
30770,7/6/2023 1:00,Delhi,433,FIREARM OFFENSE,53,M,Poison,Fire Accident,Yes,27-08-2023 05:00,Rohini,28.7492,77.0574
30771,7/6/2023 2:00,Kolkata,579,FIREARM OFFENSE,78,F,Firearm,Fire Accident,Yes,28-08-2023 06:00,Behala,22.501,88.3141
30773,7/6/2023 4:00,Delhi,450,IDENTITY THEFT,70,F,Firearm,Violent Crime,No,,Saket,28.5206,77.2073
30774,7/6/2023 5:00,Chennai,539,TRAFFIC VIOLATION,78,F,None,Traffic Fatality,No,,Adyar,13.0067,80.257
30775,7/6/2023 6:00,Bangalore,343,VEHICLE - STOLEN,50,F,None,Violent Crime,No,,Koramangala,12.9352,77.6142
30776,7/6/2023 7:00,Mumbai,531,COUNTERFEITING,25,F,Knife,Other Crime,No,,Bandra,19.0606,72.8366
30778,7/6/2023 9:00,Ahmedabad,271,BURGLARY,45,F,Firearm,Other Crime,Yes,22-08-2023 06:00,Navrangpura,23.0422,72.5551
30779,7/6/2023 10:00,Chennai,200,SHOPLIFTING,79,M,Blunt Object,Other Crime,Yes,14-08-2023 06:00,T. Nagar,13.042,80.2337
30780,7/6/2023 11:00,Chennai,183,CYBERCRIME,40,F,Other,Other Crime,Yes,1/8/2023 12:00,T. Nagar,13.042,80.2337
30782,7/6/2023 13:00,Bangalore,205,ROBBERY,78,M,Other,Violent Crime,No,,Indiranagar,12.9716,77.6408
30783,7/6/2023 14:00,Pune,494,DRUG OFFENSE,29,F,Explosives,Other Crime,No,,Tadiwala Road,18.5193,73.8794
30784,7/6/2023 15:00,Kolkata,360,BURGLARY,71,M,Poison,Other Crime,Yes,29-10-2023 16:00,Salt Lake,22.5867,88.417
30785,7/6/2023 16:00,Mumbai,384,DRUG OFFENSE,51,F,None,Other Crime,Yes,5/8/2023 19:00,Dadar,19.0184,72.8436
30786,7/6/2023 17:00,Lucknow,311,COUNTERFEITING,74,F,Blunt Object,Other Crime,No,,Hazratganj,26.8508,80.9462
30787,7/6/2023 18:00,Jaipur,165,CYBERCRIME,18,M,Explosives,Other Crime,Yes,31-08-2023 17:00,Mansarovar,26.8554,75.7705
30788,7/6/2023 19:00,Mumbai,248,SHOPLIFTING,53,F,Knife,Other Crime,Yes,11/8/2023 11:00,Dadar,19.0184,72.8436
30789,7/6/2023 20:00,Pune,378,CYBERCRIME,14,F,Knife,Other Crime,No,,Budhwar Peth,18.5167,73.855
30790,7/6/2023 21:00,Lucknow,527,CYBERCRIME,46,F,Poison,Other Crime,Yes,1/10/2023 21:00,Gomti Nagar,26.8467,81
30791,7/6/2023 22:00,Chennai,363,KIDNAPPING,47,F,Poison,Other Crime,Yes,18-07-2023 09:00,Adyar,13.0067,80.257
30792,7/6/2023 23:00,Ahmedabad,270,SEXUAL ASSAULT,25,M,Knife,Violent Crime,No,,Maninagar,22.9921,72.6036
30793,7/7/2023 0:00,Mumbai,573,FIREARM OFFENSE,38,F,Poison,Fire Accident,No,,Bandra,19.0606,72.8366
30794,7/7/2023 1:00,Mumbai,181,COUNTERFEITING,68,F,Blunt Object,Other Crime,No,,Andheri,19.1197,72.8468
30795,7/7/2023 2:00,Mumbai,597,PUBLIC INTOXICATION,60,M,Knife,Other Crime,No,,Dadar,19.0184,72.8436
30796,7/7/2023 3:00,Bangalore,564,EXTORTION,60,F,Explosives,Other Crime,Yes,18-08-2023 17:00,Indiranagar,12.9716,77.6408
30797,7/7/2023 4:00,Hyderabad,105,ROBBERY,24,F,Firearm,Violent Crime,No,,Gachibowli,17.4448,78.3498
30799,7/7/2023 6:00,Bangalore,139,ASSAULT,20,M,Knife,Violent Crime,No,,Koramangala,12.9352,77.6142
30801,7/7/2023 8:00,Bangalore,388,VANDALISM,54,F,Knife,Other Crime,Yes,23-08-2023 19:00,Indiranagar,12.9716,77.6408
30802,7/7/2023 9:00,Kolkata,119,EXTORTION,31,F,Firearm,Other Crime,No,,Park Street,22.5531,88.3501
30804,7/7/2023 11:00,Delhi,259,ROBBERY,75,F,Explosives,Violent Crime,No,,Dwarka,28.5921,77.046
30806,7/7/2023 13:00,Mumbai,130,VANDALISM,11,F,Knife,Other Crime,No,,Andheri,19.1197,72.8468
